STATE,ZIP,COUNTYNAME,,STCOUNTYFP,CLASSFP
AL,36003,Autauga County,,1001,H1
AL,36006,Autauga County,,1001,H1
AL,36067,Autauga County,,1001,H1
AL,36066,Autauga County,,1001,H1
AL,36703,Autauga County,,1001,H1
AL,36701,Autauga County,,1001,H1
AL,36091,Autauga County,,1001,H1
AL,36051,Autauga County,,1001,H1
AL,36068,Autauga County,,1001,H1
AL,36008,Autauga County,,1001,H1
AL,36022,Autauga County,,1001,H1
AL,36749,Autauga County,,1001,H1
AL,36758,Autauga County,,1001,H1
AL,36550,Baldwin County,,1003,H1
AL,36551,Baldwin County,,1003,H1
AL,36527,Baldwin County,,1003,H1
AL,36577,Baldwin County,,1003,H1
AL,36559,Baldwin County,,1003,H1
AL,36536,Baldwin County,,1003,H1
AL,36576,Baldwin County,,1003,H1
AL,36579,Baldwin County,,1003,H1
AL,36502,Baldwin County,,1003,H1
AL,36578,Baldwin County,,1003,H1
AL,36533,Baldwin County,,1003,H1
AL,36564,Baldwin County,,1003,H1
AL,36561,Baldwin County,,1003,H1
AL,36580,Baldwin County,,1003,H1
AL,36535,Baldwin County,,1003,H1
AL,36547,Baldwin County,,1003,H1
AL,36549,Baldwin County,,1003,H1
AL,36530,Baldwin County,,1003,H1
AL,36562,Baldwin County,,1003,H1
AL,36532,Baldwin County,,1003,H1
AL,36526,Baldwin County,,1003,H1
AL,36555,Baldwin County,,1003,H1
AL,36511,Baldwin County,,1003,H1
AL,36567,Baldwin County,,1003,H1
AL,36574,Baldwin County,,1003,H1
AL,36480,Baldwin County,,1003,H1
AL,36507,Baldwin County,,1003,H1
AL,36542,Baldwin County,,1003,H1
AL,36017,Barbour County,,1005,H1
AL,36016,Barbour County,,1005,H1
AL,36311,Barbour County,,1005,H1
AL,36374,Barbour County,,1005,H1
AL,36048,Barbour County,,1005,H1
AL,36053,Barbour County,,1005,H1
AL,36317,Barbour County,,1005,H1
AL,36027,Barbour County,,1005,H1
AL,36072,Barbour County,,1005,H1
AL,35035,Bibb County,,1007,H1
AL,35034,Bibb County,,1007,H1
AL,36750,Bibb County,,1007,H1
AL,35115,Bibb County,,1007,H1
AL,35188,Bibb County,,1007,H1
AL,36793,Bibb County,,1007,H1
AL,35074,Bibb County,,1007,H1
AL,35042,Bibb County,,1007,H1
AL,35111,Bibb County,,1007,H1
AL,35184,Bibb County,,1007,H1
AL,36792,Bibb County,,1007,H1
AL,35456,Bibb County,,1007,H1
AL,35031,Blount County,,1009,H1
AL,35121,Blount County,,1009,H1
AL,35063,Blount County,,1009,H1
AL,35016,Blount County,,1009,H1
AL,35079,Blount County,,1009,H1
AL,35097,Blount County,,1009,H1
AL,35133,Blount County,,1009,H1
AL,35957,Blount County,,1009,H1
AL,35126,Blount County,,1009,H1
AL,35049,Blount County,,1009,H1
AL,35172,Blount County,,1009,H1
AL,35952,Blount County,,1009,H1
AL,35180,Blount County,,1009,H1
AL,35146,Blount County,,1009,H1
AL,35976,Blount County,,1009,H1
AL,35980,Blount County,,1009,H1
AL,35013,Blount County,,1009,H1
AL,36830,Bullock County,,1011,H1
AL,36031,Bullock County,,1011,H1
AL,36089,Bullock County,,1011,H1
AL,36029,Bullock County,,1011,H1
AL,36081,Bullock County,,1011,H1
AL,36860,Bullock County,,1011,H1
AL,36053,Bullock County,,1011,H1
AL,36005,Bullock County,,1011,H1
AL,36052,Bullock County,,1011,H1
AL,36037,Butler County,,1013,H1
AL,36033,Butler County,,1013,H1
AL,36032,Butler County,,1013,H1
AL,36456,Butler County,,1013,H1
AL,36474,Butler County,,1013,H1
AL,36030,Butler County,,1013,H1
AL,36042,Butler County,,1013,H1
AL,36071,Butler County,,1013,H1
AL,36015,Butler County,,1013,H1
AL,36206,Calhoun County,,1015,H1
AL,36204,Calhoun County,,1015,H1
AL,35096,Calhoun County,,1015,H1
AL,36279,Calhoun County,,1015,H1
AL,36205,Calhoun County,,1015,H1
AL,36260,Calhoun County,,1015,H1
AL,36271,Calhoun County,,1015,H1
AL,36272,Calhoun County,,1015,H1
AL,36201,Calhoun County,,1015,H1
AL,36203,Calhoun County,,1015,H1
AL,36207,Calhoun County,,1015,H1
AL,36265,Calhoun County,,1015,H1
AL,36202,Calhoun County,,1015,H1
AL,36257,Calhoun County,,1015,H1
AL,36253,Calhoun County,,1015,H1
AL,36254,Calhoun County,,1015,H1
AL,35905,Calhoun County,,1015,H1
AL,36250,Calhoun County,,1015,H1
AL,36277,Calhoun County,,1015,H1
AL,36852,Chambers County,,1017,H1
AL,36855,Chambers County,,1017,H1
AL,36879,Chambers County,,1017,H1
AL,36274,Chambers County,,1017,H1
AL,36862,Chambers County,,1017,H1
AL,36863,Chambers County,,1017,H1
AL,36801,Chambers County,,1017,H1
AL,36854,Chambers County,,1017,H1
AL,36276,Chambers County,,1017,H1
AL,36850,Chambers County,,1017,H1
AL,35973,Cherokee County,,1019,H1
AL,35959,Cherokee County,,1019,H1
AL,35901,Cherokee County,,1019,H1
AL,35984,Cherokee County,,1019,H1
AL,36272,Cherokee County,,1019,H1
AL,35967,Cherokee County,,1019,H1
AL,35961,Cherokee County,,1019,H1
AL,35903,Cherokee County,,1019,H1
AL,36275,Cherokee County,,1019,H1
AL,35960,Cherokee County,,1019,H1
AL,35983,Cherokee County,,1019,H1
AL,36006,Chilton County,,1021,H1
AL,35115,Chilton County,,1021,H1
AL,35040,Chilton County,,1021,H1
AL,36790,Chilton County,,1021,H1
AL,36758,Chilton County,,1021,H1
AL,36793,Chilton County,,1021,H1
AL,36750,Chilton County,,1021,H1
AL,36051,Chilton County,,1021,H1
AL,35046,Chilton County,,1021,H1
AL,35045,Chilton County,,1021,H1
AL,35171,Chilton County,,1021,H1
AL,36792,Chilton County,,1021,H1
AL,35085,Chilton County,,1021,H1
AL,36091,Chilton County,,1021,H1
AL,36908,Choctaw County,,1023,H1
AL,36913,Choctaw County,,1023,H1
AL,36919,Choctaw County,,1023,H1
AL,36921,Choctaw County,,1023,H1
AL,36904,Choctaw County,,1023,H1
AL,36912,Choctaw County,,1023,H1
AL,36910,Choctaw County,,1023,H1
AL,36916,Choctaw County,,1023,H1
AL,36922,Choctaw County,,1023,H1
AL,36558,Choctaw County,,1023,H1
AL,36915,Choctaw County,,1023,H1
AL,36436,Clarke County,,1025,H1
AL,36751,Clarke County,,1025,H1
AL,36446,Clarke County,,1025,H1
AL,36524,Clarke County,,1025,H1
AL,36784,Clarke County,,1025,H1
AL,36451,Clarke County,,1025,H1
AL,36540,Clarke County,,1025,H1
AL,36482,Clarke County,,1025,H1
AL,36727,Clarke County,,1025,H1
AL,36782,Clarke County,,1025,H1
AL,36545,Clarke County,,1025,H1
AL,36251,Clay County,,1027,H1
AL,36267,Clay County,,1027,H1
AL,35082,Clay County,,1027,H1
AL,35160,Clay County,,1027,H1
AL,35072,Clay County,,1027,H1
AL,35089,Clay County,,1027,H1
AL,36266,Clay County,,1027,H1
AL,36255,Clay County,,1027,H1
AL,36256,Clay County,,1027,H1
AL,36258,Clay County,,1027,H1
AL,36276,Clay County,,1027,H1
AL,36268,Clay County,,1027,H1
AL,36273,Cleburne County,,1029,H1
AL,36269,Cleburne County,,1029,H1
AL,36207,Cleburne County,,1029,H1
AL,36268,Cleburne County,,1029,H1
AL,36258,Cleburne County,,1029,H1
AL,36262,Cleburne County,,1029,H1
AL,36261,Cleburne County,,1029,H1
AL,36264,Cleburne County,,1029,H1
AL,36272,Cleburne County,,1029,H1
AL,36322,Coffee County,,1031,H1
AL,36453,Coffee County,,1031,H1
AL,36079,Coffee County,,1031,H1
AL,36351,Coffee County,,1031,H1
AL,36477,Coffee County,,1031,H1
AL,36346,Coffee County,,1031,H1
AL,36311,Coffee County,,1031,H1
AL,36010,Coffee County,,1031,H1
AL,36318,Coffee County,,1031,H1
AL,36034,Coffee County,,1031,H1
AL,36316,Coffee County,,1031,H1
AL,36009,Coffee County,,1031,H1
AL,36330,Coffee County,,1031,H1
AL,36323,Coffee County,,1031,H1
AL,36467,Coffee County,,1031,H1
AL,36360,Coffee County,,1031,H1
AL,35616,Colbert County,,1033,H1
AL,35654,Colbert County,,1033,H1
AL,35646,Colbert County,,1033,H1
AL,35653,Colbert County,,1033,H1
AL,35582,Colbert County,,1033,H1
AL,35674,Colbert County,,1033,H1
AL,35661,Colbert County,,1033,H1
AL,35672,Colbert County,,1033,H1
AL,35660,Colbert County,,1033,H1
AL,36471,Conecuh County,,1035,H1
AL,36330,Conecuh County,,1035,H1
AL,36426,Conecuh County,,1035,H1
AL,36454,Conecuh County,,1035,H1
AL,36460,Conecuh County,,1035,H1
AL,36401,Conecuh County,,1035,H1
AL,36442,Conecuh County,,1035,H1
AL,36473,Conecuh County,,1035,H1
AL,36502,Conecuh County,,1035,H1
AL,36475,Conecuh County,,1035,H1
AL,36456,Conecuh County,,1035,H1
AL,36432,Conecuh County,,1035,H1
AL,36474,Conecuh County,,1035,H1
AL,36421,Conecuh County,,1035,H1
AL,36033,Conecuh County,,1035,H1
AL,35151,Coosa County,,1037,H1
AL,35150,Coosa County,,1037,H1
AL,36026,Coosa County,,1037,H1
AL,36080,Coosa County,,1037,H1
AL,35046,Coosa County,,1037,H1
AL,35089,Coosa County,,1037,H1
AL,35136,Coosa County,,1037,H1
AL,35072,Coosa County,,1037,H1
AL,35010,Coosa County,,1037,H1
AL,35183,Coosa County,,1037,H1
AL,36420,Covington County,,1039,H1
AL,36421,Covington County,,1039,H1
AL,36453,Covington County,,1039,H1
AL,36483,Covington County,,1039,H1
AL,36455,Covington County,,1039,H1
AL,36476,Covington County,,1039,H1
AL,36467,Covington County,,1039,H1
AL,36474,Covington County,,1039,H1
AL,36038,Covington County,,1039,H1
AL,36401,Covington County,,1039,H1
AL,36028,Covington County,,1039,H1
AL,36477,Covington County,,1039,H1
AL,36442,Covington County,,1039,H1
AL,36456,Covington County,,1039,H1
AL,36037,Crenshaw County,,1041,H1
AL,36035,Crenshaw County,,1041,H1
AL,36009,Crenshaw County,,1041,H1
AL,36071,Crenshaw County,,1041,H1
AL,36049,Crenshaw County,,1041,H1
AL,36028,Crenshaw County,,1041,H1
AL,36036,Crenshaw County,,1041,H1
AL,36041,Crenshaw County,,1041,H1
AL,36034,Crenshaw County,,1041,H1
AL,36046,Crenshaw County,,1041,H1
AL,36042,Crenshaw County,,1041,H1
AL,36467,Crenshaw County,,1041,H1
AL,36323,Crenshaw County,,1041,H1
AL,35057,Cullman County,,1043,H1
AL,35087,Cullman County,,1043,H1
AL,35033,Cullman County,,1043,H1
AL,35058,Cullman County,,1043,H1
AL,35056,Cullman County,,1043,H1
AL,35179,Cullman County,,1043,H1
AL,35622,Cullman County,,1043,H1
AL,35053,Cullman County,,1043,H1
AL,35098,Cullman County,,1043,H1
AL,35619,Cullman County,,1043,H1
AL,35541,Cullman County,,1043,H1
AL,35670,Cullman County,,1043,H1
AL,35077,Cullman County,,1043,H1
AL,35016,Cullman County,,1043,H1
AL,35621,Cullman County,,1043,H1
AL,35540,Cullman County,,1043,H1
AL,35976,Cullman County,,1043,H1
AL,35083,Cullman County,,1043,H1
AL,35070,Cullman County,,1043,H1
AL,35019,Cullman County,,1043,H1
AL,35055,Cullman County,,1043,H1
AL,36322,Dale County,,1045,H1
AL,36303,Dale County,,1045,H1
AL,36353,Dale County,,1045,H1
AL,36345,Dale County,,1045,H1
AL,36374,Dale County,,1045,H1
AL,36360,Dale County,,1045,H1
AL,36317,Dale County,,1045,H1
AL,36371,Dale County,,1045,H1
AL,36350,Dale County,,1045,H1
AL,36362,Dale County,,1045,H1
AL,36311,Dale County,,1045,H1
AL,36330,Dale County,,1045,H1
AL,36361,Dale County,,1045,H1
AL,36352,Dale County,,1045,H1
AL,36761,Dallas County,,1047,H1
AL,36767,Dallas County,,1047,H1
AL,36701,Dallas County,,1047,H1
AL,36773,Dallas County,,1047,H1
AL,36758,Dallas County,,1047,H1
AL,36785,Dallas County,,1047,H1
AL,36759,Dallas County,,1047,H1
AL,36749,Dallas County,,1047,H1
AL,36703,Dallas County,,1047,H1
AL,36775,Dallas County,,1047,H1
AL,35962,DeKalb County,,1049,H1
AL,35968,DeKalb County,,1049,H1
AL,35765,DeKalb County,,1049,H1
AL,35984,DeKalb County,,1049,H1
AL,35986,DeKalb County,,1049,H1
AL,35983,DeKalb County,,1049,H1
AL,35971,DeKalb County,,1049,H1
AL,35959,DeKalb County,,1049,H1
AL,35956,DeKalb County,,1049,H1
AL,35989,DeKalb County,,1049,H1
AL,35988,DeKalb County,,1049,H1
AL,35771,DeKalb County,,1049,H1
AL,35957,DeKalb County,,1049,H1
AL,35978,DeKalb County,,1049,H1
AL,35966,DeKalb County,,1049,H1
AL,35963,DeKalb County,,1049,H1
AL,35979,DeKalb County,,1049,H1
AL,35975,DeKalb County,,1049,H1
AL,35967,DeKalb County,,1049,H1
AL,35974,DeKalb County,,1049,H1
AL,35951,DeKalb County,,1049,H1
AL,35981,DeKalb County,,1049,H1
AL,35961,DeKalb County,,1049,H1
AL,35954,DeKalb County,,1049,H1
AL,35010,Elmore County,,1051,H1
AL,36054,Elmore County,,1051,H1
AL,35136,Elmore County,,1051,H1
AL,36051,Elmore County,,1051,H1
AL,36022,Elmore County,,1051,H1
AL,36066,Elmore County,,1051,H1
AL,36080,Elmore County,,1051,H1
AL,36024,Elmore County,,1051,H1
AL,36026,Elmore County,,1051,H1
AL,36025,Elmore County,,1051,H1
AL,36020,Elmore County,,1051,H1
AL,36067,Elmore County,,1051,H1
AL,36093,Elmore County,,1051,H1
AL,36078,Elmore County,,1051,H1
AL,36092,Elmore County,,1051,H1
AL,36420,Escambia County,,1053,H1
AL,36483,Escambia County,,1053,H1
AL,36543,Escambia County,,1053,H1
AL,36441,Escambia County,,1053,H1
AL,36502,Escambia County,,1053,H1
AL,36562,Escambia County,,1053,H1
AL,36426,Escambia County,,1053,H1
AL,36432,Escambia County,,1053,H1
AL,36475,Escambia County,,1053,H1
AL,36503,Escambia County,,1053,H1
AL,35902,Etowah County,,1055,H1
AL,35905,Etowah County,,1055,H1
AL,35906,Etowah County,,1055,H1
AL,35954,Etowah County,,1055,H1
AL,35956,Etowah County,,1055,H1
AL,35957,Etowah County,,1055,H1
AL,35903,Etowah County,,1055,H1
AL,35972,Etowah County,,1055,H1
AL,35952,Etowah County,,1055,H1
AL,36272,Etowah County,,1055,H1
AL,35990,Etowah County,,1055,H1
AL,35904,Etowah County,,1055,H1
AL,35901,Etowah County,,1055,H1
AL,35121,Etowah County,,1055,H1
AL,35907,Etowah County,,1055,H1
AL,35961,Etowah County,,1055,H1
AL,36271,Etowah County,,1055,H1
AL,35574,Fayette County,,1057,H1
AL,35594,Fayette County,,1057,H1
AL,35545,Fayette County,,1057,H1
AL,35546,Fayette County,,1057,H1
AL,35554,Fayette County,,1057,H1
AL,35555,Fayette County,,1057,H1
AL,35579,Fayette County,,1057,H1
AL,35549,Fayette County,,1057,H1
AL,35563,Fayette County,,1057,H1
AL,35559,Fayette County,,1057,H1
AL,35542,Fayette County,,1057,H1
AL,35616,Franklin County,,1059,H1
AL,35654,Franklin County,,1059,H1
AL,35593,Franklin County,,1059,H1
AL,35585,Franklin County,,1059,H1
AL,35582,Franklin County,,1059,H1
AL,35571,Franklin County,,1059,H1
AL,35565,Franklin County,,1059,H1
AL,35581,Franklin County,,1059,H1
AL,35653,Franklin County,,1059,H1
AL,35674,Franklin County,,1059,H1
AL,35564,Franklin County,,1059,H1
AL,36344,Geneva County,,1061,H1
AL,36313,Geneva County,,1061,H1
AL,36453,Geneva County,,1061,H1
AL,36375,Geneva County,,1061,H1
AL,36318,Geneva County,,1061,H1
AL,36322,Geneva County,,1061,H1
AL,36477,Geneva County,,1061,H1
AL,36340,Geneva County,,1061,H1
AL,36352,Geneva County,,1061,H1
AL,36316,Geneva County,,1061,H1
AL,36301,Geneva County,,1061,H1
AL,36314,Geneva County,,1061,H1
AL,36442,Geneva County,,1061,H1
AL,36305,Geneva County,,1061,H1
AL,36349,Geneva County,,1061,H1
AL,35462,Greene County,,1063,H1
AL,35491,Greene County,,1063,H1
AL,35469,Greene County,,1063,H1
AL,35480,Greene County,,1063,H1
AL,35443,Greene County,,1063,H1
AL,35464,Greene County,,1063,H1
AL,36740,Greene County,,1063,H1
AL,35463,Greene County,,1063,H1
AL,35448,Greene County,,1063,H1
AL,35441,Hale County,,1065,H1
AL,36765,Hale County,,1065,H1
AL,36738,Hale County,,1065,H1
AL,36744,Hale County,,1065,H1
AL,36786,Hale County,,1065,H1
AL,36756,Hale County,,1065,H1
AL,35474,Hale County,,1065,H1
AL,36776,Hale County,,1065,H1
AL,36742,Hale County,,1065,H1
AL,36303,Henry County,,1067,H1
AL,36319,Henry County,,1067,H1
AL,36350,Henry County,,1067,H1
AL,36353,Henry County,,1067,H1
AL,36345,Henry County,,1067,H1
AL,36373,Henry County,,1067,H1
AL,36310,Henry County,,1067,H1
AL,36317,Henry County,,1067,H1
AL,36305,Houston County,,1069,H1
AL,36345,Houston County,,1069,H1
AL,36321,Houston County,,1069,H1
AL,36301,Houston County,,1069,H1
AL,36352,Houston County,,1069,H1
AL,36343,Houston County,,1069,H1
AL,36319,Houston County,,1069,H1
AL,36320,Houston County,,1069,H1
AL,36350,Houston County,,1069,H1
AL,36303,Houston County,,1069,H1
AL,36312,Houston County,,1069,H1
AL,36370,Houston County,,1069,H1
AL,36302,Houston County,,1069,H1
AL,36376,Houston County,,1069,H1
AL,36375,Houston County,,1069,H1
AL,35772,Jackson County,,1071,H1
AL,35744,Jackson County,,1071,H1
AL,35978,Jackson County,,1071,H1
AL,35769,Jackson County,,1071,H1
AL,35748,Jackson County,,1071,H1
AL,35768,Jackson County,,1071,H1
AL,35752,Jackson County,,1071,H1
AL,35771,Jackson County,,1071,H1
AL,35766,Jackson County,,1071,H1
AL,35765,Jackson County,,1071,H1
AL,35776,Jackson County,,1071,H1
AL,35755,Jackson County,,1071,H1
AL,35764,Jackson County,,1071,H1
AL,35966,Jackson County,,1071,H1
AL,35958,Jackson County,,1071,H1
AL,35746,Jackson County,,1071,H1
AL,35979,Jackson County,,1071,H1
AL,35774,Jackson County,,1071,H1
AL,35740,Jackson County,,1071,H1
AL,35745,Jackson County,,1071,H1
AL,35751,Jackson County,,1071,H1
AL,35212,Jefferson County,,1073,H1
AL,35215,Jefferson County,,1073,H1
AL,35173,Jefferson County,,1073,H1
AL,35205,Jefferson County,,1073,H1
AL,35180,Jefferson County,,1073,H1
AL,35232,Jefferson County,,1073,H1
AL,35218,Jefferson County,,1073,H1
AL,35444,Jefferson County,,1073,H1
AL,35048,Jefferson County,,1073,H1
AL,35254,Jefferson County,,1073,H1
AL,35181,Jefferson County,,1073,H1
AL,35079,Jefferson County,,1073,H1
AL,35294,Jefferson County,,1073,H1
AL,35133,Jefferson County,,1073,H1
AL,35130,Jefferson County,,1073,H1
AL,35208,Jefferson County,,1073,H1
AL,35224,Jefferson County,,1073,H1
AL,35202,Jefferson County,,1073,H1
AL,35209,Jefferson County,,1073,H1
AL,35235,Jefferson County,,1073,H1
AL,35091,Jefferson County,,1073,H1
AL,35172,Jefferson County,,1073,H1
AL,35126,Jefferson County,,1073,H1
AL,35061,Jefferson County,,1073,H1
AL,35207,Jefferson County,,1073,H1
AL,35211,Jefferson County,,1073,H1
AL,35217,Jefferson County,,1073,H1
AL,35219,Jefferson County,,1073,H1
AL,35116,Jefferson County,,1073,H1
AL,35062,Jefferson County,,1073,H1
AL,35127,Jefferson County,,1073,H1
AL,35210,Jefferson County,,1073,H1
AL,35214,Jefferson County,,1073,H1
AL,35222,Jefferson County,,1073,H1
AL,35006,Jefferson County,,1073,H1
AL,35023,Jefferson County,,1073,H1
AL,35022,Jefferson County,,1073,H1
AL,35243,Jefferson County,,1073,H1
AL,35244,Jefferson County,,1073,H1
AL,35236,Jefferson County,,1073,H1
AL,35270,Jefferson County,,1073,H1
AL,35295,Jefferson County,,1073,H1
AL,35119,Jefferson County,,1073,H1
AL,35015,Jefferson County,,1073,H1
AL,35139,Jefferson County,,1073,H1
AL,35111,Jefferson County,,1073,H1
AL,35073,Jefferson County,,1073,H1
AL,35117,Jefferson County,,1073,H1
AL,35216,Jefferson County,,1073,H1
AL,35223,Jefferson County,,1073,H1
AL,35020,Jefferson County,,1073,H1
AL,35242,Jefferson County,,1073,H1
AL,35234,Jefferson County,,1073,H1
AL,35231,Jefferson County,,1073,H1
AL,35220,Jefferson County,,1073,H1
AL,35229,Jefferson County,,1073,H1
AL,35123,Jefferson County,,1073,H1
AL,35060,Jefferson County,,1073,H1
AL,35293,Jefferson County,,1073,H1
AL,35206,Jefferson County,,1073,H1
AL,35226,Jefferson County,,1073,H1
AL,35213,Jefferson County,,1073,H1
AL,35228,Jefferson County,,1073,H1
AL,35063,Jefferson County,,1073,H1
AL,35255,Jefferson County,,1073,H1
AL,35146,Jefferson County,,1073,H1
AL,35249,Jefferson County,,1073,H1
AL,35064,Jefferson County,,1073,H1
AL,35005,Jefferson County,,1073,H1
AL,35021,Jefferson County,,1073,H1
AL,35036,Jefferson County,,1073,H1
AL,35285,Jefferson County,,1073,H1
AL,35080,Jefferson County,,1073,H1
AL,35094,Jefferson County,,1073,H1
AL,35068,Jefferson County,,1073,H1
AL,35071,Jefferson County,,1073,H1
AL,35118,Jefferson County,,1073,H1
AL,35204,Jefferson County,,1073,H1
AL,35203,Jefferson County,,1073,H1
AL,35221,Jefferson County,,1073,H1
AL,35201,Jefferson County,,1073,H1
AL,35233,Jefferson County,,1073,H1
AL,35266,Jefferson County,,1073,H1
AL,35259,Jefferson County,,1073,H1
AL,35260,Jefferson County,,1073,H1
AL,35253,Jefferson County,,1073,H1
AL,35261,Jefferson County,,1073,H1
AL,35148,Jefferson County,,1073,H1
AL,35142,Jefferson County,,1073,H1
AL,35586,Lamar County,,1075,H1
AL,35574,Lamar County,,1075,H1
AL,35544,Lamar County,,1075,H1
AL,35552,Lamar County,,1075,H1
AL,35576,Lamar County,,1075,H1
AL,35592,Lamar County,,1075,H1
AL,35555,Lamar County,,1075,H1
AL,35570,Lamar County,,1075,H1
AL,35563,Lamar County,,1075,H1
AL,35677,Lauderdale County,,1077,H1
AL,35614,Lauderdale County,,1077,H1
AL,35617,Lauderdale County,,1077,H1
AL,35633,Lauderdale County,,1077,H1
AL,35648,Lauderdale County,,1077,H1
AL,35630,Lauderdale County,,1077,H1
AL,35634,Lauderdale County,,1077,H1
AL,35652,Lauderdale County,,1077,H1
AL,35631,Lauderdale County,,1077,H1
AL,35645,Lauderdale County,,1077,H1
AL,35610,Lauderdale County,,1077,H1
AL,35632,Lauderdale County,,1077,H1
AL,35650,Lawrence County,,1079,H1
AL,35672,Lawrence County,,1079,H1
AL,35643,Lawrence County,,1079,H1
AL,35651,Lawrence County,,1079,H1
AL,35603,Lawrence County,,1079,H1
AL,35618,Lawrence County,,1079,H1
AL,35654,Lawrence County,,1079,H1
AL,35673,Lawrence County,,1079,H1
AL,35619,Lawrence County,,1079,H1
AL,36865,Lee County,,1081,H1
AL,36832,Lee County,,1081,H1
AL,36804,Lee County,,1081,H1
AL,36849,Lee County,,1081,H1
AL,36867,Lee County,,1081,H1
AL,36801,Lee County,,1081,H1
AL,36831,Lee County,,1081,H1
AL,36877,Lee County,,1081,H1
AL,36852,Lee County,,1081,H1
AL,36830,Lee County,,1081,H1
AL,36854,Lee County,,1081,H1
AL,36874,Lee County,,1081,H1
AL,36866,Lee County,,1081,H1
AL,36870,Lee County,,1081,H1
AL,36850,Lee County,,1081,H1
AL,36879,Lee County,,1081,H1
AL,36803,Lee County,,1081,H1
AL,35611,Limestone County,,1083,H1
AL,35612,Limestone County,,1083,H1
AL,35739,Limestone County,,1083,H1
AL,35749,Limestone County,,1083,H1
AL,35613,Limestone County,,1083,H1
AL,35610,Limestone County,,1083,H1
AL,35652,Limestone County,,1083,H1
AL,35649,Limestone County,,1083,H1
AL,35757,Limestone County,,1083,H1
AL,35671,Limestone County,,1083,H1
AL,35620,Limestone County,,1083,H1
AL,35742,Limestone County,,1083,H1
AL,35773,Limestone County,,1083,H1
AL,35647,Limestone County,,1083,H1
AL,35615,Limestone County,,1083,H1
AL,35756,Limestone County,,1083,H1
AL,35614,Limestone County,,1083,H1
AL,36047,Lowndes County,,1085,H1
AL,36775,Lowndes County,,1085,H1
AL,36040,Lowndes County,,1085,H1
AL,36761,Lowndes County,,1085,H1
AL,36752,Lowndes County,,1085,H1
AL,36785,Lowndes County,,1085,H1
AL,36043,Lowndes County,,1085,H1
AL,36032,Lowndes County,,1085,H1
AL,36701,Lowndes County,,1085,H1
AL,36830,Macon County,,1087,H1
AL,36866,Macon County,,1087,H1
AL,36832,Macon County,,1087,H1
AL,36013,Macon County,,1087,H1
AL,36075,Macon County,,1087,H1
AL,36083,Macon County,,1087,H1
AL,36088,Macon County,,1087,H1
AL,36804,Macon County,,1087,H1
AL,36078,Macon County,,1087,H1
AL,36029,Macon County,,1087,H1
AL,36039,Macon County,,1087,H1
AL,36089,Macon County,,1087,H1
AL,36860,Macon County,,1087,H1
AL,36879,Macon County,,1087,H1
AL,36087,Macon County,,1087,H1
AL,35806,Madison County,,1089,H1
AL,35807,Madison County,,1089,H1
AL,35897,Madison County,,1089,H1
AL,35750,Madison County,,1089,H1
AL,35814,Madison County,,1089,H1
AL,35899,Madison County,,1089,H1
AL,35893,Madison County,,1089,H1
AL,35810,Madison County,,1089,H1
AL,35805,Madison County,,1089,H1
AL,35748,Madison County,,1089,H1
AL,35756,Madison County,,1089,H1
AL,35815,Madison County,,1089,H1
AL,35767,Madison County,,1089,H1
AL,35763,Madison County,,1089,H1
AL,35758,Madison County,,1089,H1
AL,35803,Madison County,,1089,H1
AL,35808,Madison County,,1089,H1
AL,35773,Madison County,,1089,H1
AL,35804,Madison County,,1089,H1
AL,35760,Madison County,,1089,H1
AL,35762,Madison County,,1089,H1
AL,35895,Madison County,,1089,H1
AL,35898,Madison County,,1089,H1
AL,35741,Madison County,,1089,H1
AL,35759,Madison County,,1089,H1
AL,35739,Madison County,,1089,H1
AL,35776,Madison County,,1089,H1
AL,35812,Madison County,,1089,H1
AL,35802,Madison County,,1089,H1
AL,35816,Madison County,,1089,H1
AL,35757,Madison County,,1089,H1
AL,35813,Madison County,,1089,H1
AL,35809,Madison County,,1089,H1
AL,35896,Madison County,,1089,H1
AL,35801,Madison County,,1089,H1
AL,35749,Madison County,,1089,H1
AL,35761,Madison County,,1089,H1
AL,35811,Madison County,,1089,H1
AL,35824,Madison County,,1089,H1
AL,35894,Madison County,,1089,H1
AL,36745,Marengo County,,1091,H1
AL,36738,Marengo County,,1091,H1
AL,36728,Marengo County,,1091,H1
AL,36722,Marengo County,,1091,H1
AL,36904,Marengo County,,1091,H1
AL,36763,Marengo County,,1091,H1
AL,36784,Marengo County,,1091,H1
AL,36751,Marengo County,,1091,H1
AL,36732,Marengo County,,1091,H1
AL,36748,Marengo County,,1091,H1
AL,36754,Marengo County,,1091,H1
AL,36736,Marengo County,,1091,H1
AL,36783,Marengo County,,1091,H1
AL,36782,Marengo County,,1091,H1
AL,36773,Marengo County,,1091,H1
AL,36742,Marengo County,,1091,H1
AL,36764,Marengo County,,1091,H1
AL,36786,Marengo County,,1091,H1
AL,36769,Marengo County,,1091,H1
AL,35565,Marion County,,1093,H1
AL,35552,Marion County,,1093,H1
AL,35571,Marion County,,1093,H1
AL,35581,Marion County,,1093,H1
AL,35570,Marion County,,1093,H1
AL,35594,Marion County,,1093,H1
AL,35563,Marion County,,1093,H1
AL,35564,Marion County,,1093,H1
AL,35593,Marion County,,1093,H1
AL,35548,Marion County,,1093,H1
AL,35554,Marion County,,1093,H1
AL,35543,Marion County,,1093,H1
AL,35016,Marshall County,,1095,H1
